ID,TARGET
2,0.0149240311553
5,0.0191946043271
6,0.000795453542515
7,0.00805838721653
9,0.000772437693046
11,0.0720540631762
12,0.00585276756277
15,0.0419924758037
16,0.0133091361735
17,0.00837472305974
19,0.00971086671769
21,0.00254580259321
22,0.0100776872712
24,0.00410036956133
27,0.00397908957102
28,0.00559037331935
30,0.0401281816988
33,0.00116365079315
35,0.00439177783346
37,0.0103616829475
38,0.00774858477228
40,0.0723032021326
41,0.00734821260238
44,0.00397953458291
46,0.0436212998144
47,0.00601070512134
48,0.00116365079315
50,0.00123178346045
52,0.0684186059128
53,0.00734821260238
55,0.0121473010668
57,0.000643282701218
58,0.00651409016249
59,0.00734821260238
62,0.0104660362147
63,0.00439177783346
64,0.00994367005487
65,0.00753717489763
67,0.00707750662895
69,0.0125663666863
70,0.00116365079315
71,0.056119833028
72,0.00074275630284
73,0.001156835816
76,0.00297422882307
78,0.00115972634255
79,0.0140235903846
81,0.00114673922386
85,0.00410036956133
86,0.00116365079315
89,0.013860699459
94,0.0174897264939
96,0.00116365079315
97,0.00989549313991
98,0.00107658153968
99,0.00805838721653
100,0.0723205598221
103,0.0669994438922
104,0.00116365079315
108,0.00507751169483
110,0.000684837750275
112,0.0138026096543
114,0.00734821260238
116,0.00425750840604
117,0.00286275835153
119,0.00501680743719
120,0.00144225102292
121,0.000376393250369
123,0.0102651087609
124,0.0135552241564
126,0.000676805537781
128,0.00610667612599
129,0.0305955436565
133,0.014050300628
138,0.0115236005414
147,0.00734821260238
149,0.00634542116035
158,0.00116365079315
160,0.00325646446739
164,0.0162719601691
167,0.0168939720502
168,0.00769257726756
174,0.00340808625795
181,0.0104880741748
185,0.0149440342986
187,0.000828004719329
189,0.00635298962669
190,0.0193885053401
194,0.00336119094957
197,0.0560685188566
198,0.00805838721653
201,0.0158745828709
205,0.00399819947064
208,0.0429535805345
211,0.00410036956133
216,0.0272875233628
219,0.0182292546219
223,0.00291539820099
224,0.0669994438922
226,0.00734821260238
229,0.00500877273465
230,0.0107237201616
237,0.0113102364739
238,0.00807594251312
240,0.025419164488
243,0.00045371373488
245,0.0723392606022
246,0.0731169790125
247,0.00224318138853
248,0.00348654934529
249,0.00116365079315
250,0.0722820616525
251,0.000676805537781
255,0.0304610249081
256,0.0152246078583
257,0.0305860576167
260,0.0688635207535
261,0.00106459633414
263,0.0611660575595
264,0.062699520154
267,0.00353367293537
268,0.00596958635259
272,0.00462530970867
274,0.00539330656518
275,0.00121721296239
277,0.0669994438922
278,0.0705451259179
280,0.00350994450911
281,0.00610960659554
282,0.0192037053101
283,0.00410036956133
284,0.0419848486331
286,0.00247827513979
290,0.00762855890082
291,0.013555882713
293,0.0121473010668
295,0.0128673832937
297,0.000353193880622
298,0.0552007807957
300,0.00244258562844
304,0.00164984548379
305,0.00129132830091
308,0.00202797023968
309,0.00325646446739
310,0.0011769737193
312,0.013555882713
313,0.0637986009666
315,0.00927253261833
317,0.0100239154956
318,0.00736392009012
321,0.00537605426824
323,0.0342836792498
325,0.00365239342405
326,0.00734821260238
327,0.00410036956133
328,0.0403422626483
329,0.00707750662895
330,0.000754719189495
331,0.00726500112006
334,0.0185960350912
335,0.00521341901058
336,0.020610588615
337,0.0015882262735
338,0.00805838721653
339,0.00734821260238
341,0.151363982132
343,0.0509751512265
346,0.00117466179555
348,0.00121721296239
350,0.0394480697946
351,0.00106459633414
352,0.00734821260238
357,0.0162719601691
358,0.00439177783346
360,0.00189088378049
361,0.00734821260238
364,0.00813939486147
365,0.0187108625637
366,0.00819674434264
367,0.00364779475566
368,0.00200263851349
