ID,PREDICTION,TARGET
1,0.0316691882908,0
3,0.0133487666026,0
4,0.00244912225753,0
8,0.0253558345139,0
10,0.00715079670772,0
13,0.0143784042448,0
14,0.0223531350493,0
18,0.0117221157998,0
20,0.184593901038,0
23,0.00977213215083,0
25,0.0187267381698,0
26,0.0442989617586,0
29,0.0322745740414,0
31,0.00323475222103,0
32,0.0296837557107,0
34,0.0359965637326,0
36,0.155201047659,0
39,0.00793866906315,0
42,0.00839715078473,0
43,0.0208172556013,0
45,0.0158832650632,0
49,0.031349927187,0
51,0.0747732520103,0
54,0.0499152466655,0
56,0.182119205594,0
60,0.022077543661,0
61,0.0148127991706,0
66,0.0562383383512,0
68,0.00798529479653,0
74,0.00317529565655,0
75,0.0122422268614,0
77,0.219888016582,1
80,0.0311679858714,0
82,0.00975491199642,0
83,0.0538915880024,0
84,0.015457868576,0
87,0.237380087376,0
88,0.0766421109438,0
90,0.00159851508215,0
91,0.0072436472401,0
92,0.157366454601,0
93,0.00258629675955,0
95,0.00904266815633,0
101,0.00933178514242,0
102,0.055339127779,0
105,0.0141046894714,0
106,0.00476340856403,0
107,0.00529717793688,0
109,0.0033272462897,0
111,0.0887666642666,0
113,0.00509744603187,0
115,0.00175358518027,0
118,0.169944539666,0
122,0.00351382326335,0
125,0.0214061755687,0
127,0.00223861075938,0
130,0.0979500859976,0
131,0.021641375497,0
132,0.0199040118605,0
134,0.00288201356307,0
135,0.0082719437778,0
136,0.0176217593253,0
137,0.0274884458631,0
139,0.0232319328934,0
140,0.00806452520192,0
141,0.18750756979,0
142,0.0250544026494,0
143,0.00230748043396,0
144,0.00834739301354,0
145,0.0493925251067,0
146,0.00131257937755,0
148,0.0357665717602,0
150,0.0679285377264,0
151,0.00700717512518,0
152,0.00812044925988,0
153,0.0040697157383,0
154,0.146067589521,0
155,0.00373607710935,0
156,0.00284630991518,0
157,0.00293425959535,0
159,0.0847014337778,1
161,0.00813963636756,0
162,0.0437351390719,0
163,0.00257410062477,0
165,0.0030197610613,0
166,0.00820367690176,0
169,0.0175863523036,0
170,0.00408410374075,0
171,0.0938571169972,0
172,0.0427259393036,0
173,0.00352224009112,0
175,0.00403529498726,0
176,0.014128126204,0
177,0.0150873539969,0
178,0.00177142454777,0
179,0.00938001088798,0
180,0.0028739136178,0
182,0.25530770421,0
183,0.00732560129836,0
184,0.00113721389789,0
186,0.00267374911346,0
188,0.0275327246636,0
191,0.00511102471501,0
192,0.00131209928077,0
193,0.00383214140311,0
195,0.0319690592587,0
196,0.0421209894121,0
199,0.0656840726733,0
200,0.0112018780783,0
202,0.172980025411,0
203,0.214204028249,0
204,0.0339724682271,0
206,0.010664133355,0
207,0.00457525392994,0
209,0.0286172907799,0
210,0.00302153802477,0
212,0.0160724874586,0
213,0.0271865259856,0
214,0.0372391119599,0
215,0.0207471773028,0
217,0.00859974045306,0
218,0.0374722145498,0
220,0.0313374698162,1
221,0.00844572857022,0
222,0.0232348069549,0
225,0.00723306182772,0
227,0.00203762692399,0
228,0.0180763453245,0
231,0.00985014252365,0
232,0.0311450473964,0
233,0.00624072412029,0
234,0.00644022086635,0
235,0.0178260467947,0
236,0.0496530905366,0
239,0.00405533192679,0
241,0.00460457243025,0
242,0.00339242373593,0
244,0.0223159026355,0
252,0.0439117997885,0
253,0.0147363776341,0
254,0.0237472336739,0
258,0.16886125505,0
259,0.0346129350364,0
262,0.00250938185491,0
265,0.0967129394412,0
266,0.0310985278338,0
269,0.0178260467947,0
270,0.0122571568936,0
271,0.0535962060094,0
273,0.0025140515063,0
276,0.0319500938058,0
279,0.030820839107,0
285,0.0163040664047,0
287,0.0309799332172,0
288,0.0340212099254,0
289,0.00207645003684,0
292,0.221174195409,0
294,0.1587369591,0
296,0.00326989521272,0
299,0.00309416977689,0
301,0.0061371717602,0
302,0.0203292462975,0
303,0.206265121698,1
306,0.213034003973,1
307,0.0104142986238,0
311,0.0134340617806,0
314,0.0168849267066,0
316,0.00407593790442,0
319,0.186374396086,0
320,0.00332656386308,0
322,0.00527700269595,0
324,0.190387398005,0
332,0.00470385653898,0
333,0.00533561734483,0
340,0.00826167874038,1
342,0.00338990637101,0
344,0.00820367690176,0
345,0.00753445690498,0
347,0.00131209928077,0
349,0.00775841251016,0
353,0.157512277365,1
354,0.0356159508228,0
355,0.0144564984366,0
356,0.00761192431673,0
359,0.00143917871173,0
362,0.00755176134408,0
363,0.023366022855,0
369,0.00206386158243,0
371,0.186274632812,1
373,0.0510567054152,0
374,0.135976985097,0
375,0.00854586344212,0
378,0.0343667566776,0
382,0.00821828842163,0
383,0.185560241342,0
384,0.0368169173598,0
387,0.00270752399229,0
388,0.0128709971905,0
390,0.00196878821589,0
394,0.0384272411466,0
402,0.00952599849552,0
404,0.00275805103593,0
407,0.0044671180658,0
408,0.166353106499,0
410,0.0305170062929,0
412,0.220977544785,0
414,0.0189790539443,0
415,0.00214270316064,0
416,0.00863876566291,0
417,0.00387775129639,0
420,0.0539402067661,0
421,0.00138269504532,0
423,0.0282885599881,0
426,0.0198196023703,0
428,0.0032377790194,0
429,0.0131438933313,0
432,0.00175159005448,0
433,0.010044795461,0
436,0.00124339654576,0
440,0.149787098169,0
441,0.00297129387036,0
443,0.00145458430052,0
444,0.0234724804759,0
445,0.0182903241366,0
447,0.0178260467947,0
448,0.0185807216913,0
449,0.00268798042089,0
453,0.0146237136796,0
456,0.0504953786731,0
457,0.0896951258183,0
458,0.0385001860559,0
459,0.00209961365908,0
460,0.00246874708682,0
461,0.0546280071139,0
462,0.0151828387752,0
466,0.0362603440881,0
469,0.00781573634595,0
471,0.0279757641256,0
474,0.111041910946,0
477,0.107632808387,0
478,0.0178773142397,0
480,0.017827110365,0
482,0.018554829061,0
485,0.00973517727107,0
488,0.0178260467947,0
489,0.00209145480767,0
490,0.00327674858272,0
492,0.00254026218317,0
493,0.0327247232199,0
496,0.0148103851825,0
500,0.00743971345946,0
501,0.00672746170312,0
502,0.0160060860217,0
513,0.105621524155,0
514,0.0850198492408,0
515,0.0426138229668,0
517,0.00254171108827,0
523,0.00133155926596,0
527,0.00651079928502,0
530,0.181825697422,1
533,0.0579350665212,0
535,0.00729903718457,0
537,0.0361251980066,0
538,0.186883434653,0
543,0.00175187899731,0
544,0.0179840065539,0
547,0.00144120503683,0
548,0.0363261289895,0
549,0.0763402208686,1
550,0.18716917932,0
551,0.219173416495,0
553,0.048886898905,0
554,0.0078920032829,0
555,0.0341015979648,0
558,0.00198416551575,0
560,0.0474146194756,0
561,0.00646023685113,0
564,0.00626071263105,0
566,0.015842968598,0
567,0.00322952936403,0
568,0.015098602511,0
571,0.0170435607433,0
572,0.00536332186311,0
573,0.00313293514773,0
576,0.00920823123306,0
577,0.00898255687207,0
578,0.0391737483442,0
579,0.0184589195997,0
580,0.00335317291319,0
581,0.00480187451467,0
582,0.00155560730491,0
583,0.00509070139378,0
584,0.160607814789,0
586,0.0444580353796,0
587,0.0144677106291,0
588,0.0520467981696,0
591,0.00304540782236,0
596,0.00565946800634,0
598,0.0967111065984,0
599,0.0393243283033,0
600,0.196598947048,1
602,0.0244816783816,0
