ID,TARGET
2,0.0585458733762
5,0.057314113853
6,0.00222539969743
7,0.0125928144533
9,0.00272793447743
11,0.23934301343
12,0.0584995685084
15,0.17835963925
16,0.0339704528699
17,0.0264189177302
19,0.0322360092816
21,0.00513417032607
22,0.0259853832637
24,0.0115500291034
27,0.0136792337756
28,0.0332826409796
30,0.159235974337
33,0.00313798802672
35,0.0136294570312
37,0.0186109910358
38,0.0236897015979
40,0.175502991465
41,0.0222585334944
44,0.0148397242289
46,0.110376398948
47,0.0103407880398
48,0.00363117744615
50,0.00338910542148
52,0.176128486272
53,0.00990173891357
55,0.0256247190438
57,0.00254773128078
58,0.0154931157466
59,0.0158926239388
62,0.0331123707054
63,0.0115500291034
64,0.0274325534396
65,0.0139000240008
67,0.0190023090975
69,0.0467883767917
70,0.00313798802672
71,0.0530273501558
72,0.00730890582518
73,0.00171821737086
76,0.00715074552158
78,0.0038004168094
79,0.0355523134342
81,0.0019928916935
85,0.0115500291034
86,0.00338910542148
89,0.0336946353914
94,0.0910778213027
96,0.0042395751997
97,0.0176852601789
98,0.00286625199353
99,0.0204935324816
100,0.21409793983
103,0.0831066504759
104,0.00407185492737
108,0.00744545976473
110,0.00269553458342
112,0.0265723882735
114,0.0288072582123
116,0.00920624984277
117,0.0141134512666
119,0.0071428632529
120,0.00744730213516
121,0.00154856341662
123,0.0248996598124
124,0.0324964628136
126,0.00234627626056
128,0.0161537526223
129,0.0963893664436
133,0.0378656782008
138,0.0289769630242
147,0.0290826717037
149,0.0166287002031
158,0.00350727399985
160,0.00808246106853
164,0.0275290827799
167,0.0573936494093
168,0.0183223273638
174,0.00916971602924
181,0.0160830208495
185,0.0370086479618
187,0.00287150036112
189,0.0141455596357
190,0.051532881952
194,0.00760557954268
197,0.252850060214
198,0.0217267096364
201,0.0463477136398
205,0.00827946788251
208,0.157905101874
211,0.0133599175462
216,0.0394010381316
219,0.106241142432
223,0.00771883298113
224,0.100633687105
226,0.0171179058791
229,0.016006062306
230,0.0222574585423
237,0.0234669255788
238,0.0198030369495
240,0.0979776567911
243,0.00262067923447
245,0.128640178873
246,0.216467051378
247,0.00736413816671
248,0.0137656656541
249,0.00313798802672
250,0.237835259348
251,0.00234627626056
255,0.0911585970097
256,0.0248703433608
257,0.0840151722499
260,0.168022508363
261,0.00315380941995
263,0.217736526386
264,0.156329806595
267,0.00818497121143
268,0.0156023632714
272,0.00890932521628
274,0.00670275073681
275,0.0048263021576
277,0.25383095744
278,0.264890916993
280,0.00914689738378
281,0.0164221393826
282,0.0774593678976
283,0.0115500291034
284,0.0832924772672
286,0.0142752883391
290,0.0250416401314
291,0.0338952181103
293,0.0298085757968
295,0.0891948234976
297,0.00166810973758
298,0.0716071894831
300,0.00522112467609
304,0.00518827560341
305,0.00534646996749
308,0.0061944019989
309,0.00748622434329
310,0.00331528365146
312,0.0327729355143
313,0.153603760028
315,0.0102373636298
317,0.0242492975514
318,0.0296282789828
321,0.0190678246199
323,0.103061627876
325,0.00824723585404
326,0.0158926239388
327,0.0131320696557
328,0.0750614859945
329,0.0183636674153
330,0.0021772026876
331,0.0120118955246
334,0.0755731854229
335,0.00954521513565
336,0.0659688317127
337,0.00687843444359
338,0.032679207513
339,0.0171179058791
341,0.202984158384
343,0.0123796893522
346,0.00282607935849
348,0.00338910542148
350,0.152998635884
351,0.00225787568434
352,0.0161306478336
357,0.0524383750317
358,0.0115500291034
360,0.00919480178184
361,0.0158926239388
364,0.0191935429971
365,0.0337174014316
366,0.0184113172481
367,0.0095976218943
368,0.00937344497561
370,0.00338910542148
372,0.00479976833413
376,0.00185240926848
377,0.00516609752178
379,0.0164766061505
380,0.0121975584359
381,0.114954109699
385,0.0115500291034
386,0.0391461444539
389,0.0608584379452
391,0.0555527810451
392,0.00313798802672
393,0.0111151863332
395,0.0153671089396
396,0.00720325238694
397,0.00177509761777
398,0.0260781262078
399,0.0395536518888
400,0.00939937835695
401,0.00960210771883
403,0.00733303089658
405,0.0290231196575
406,0.0226035303845
409,0.00990173891357
411,0.0148670010288
413,0.00293967109746
418,0.00488817951725
419,0.0198030369495
422,0.0161306478336
424,0.21978723333
425,0.0282538900149
427,0.0042395751997
430,0.00196864312731
431,0.0171179058791
434,0.0296282789828
435,0.0324964628136
437,0.0740128244284
438,0.00126320594798
439,0.119467802804
442,0.0115500291034
446,0.0147332522816
450,0.0522713430207
451,0.0104996971829
452,0.010306602005
454,0.00222971739283
455,0.004660771516
463,0.0153638115147
464,0.012405217333
465,0.00415348646402
467,0.151824260915
468,0.0329401637852
470,0.0147056633033
472,0.198217070203
473,0.0201783769196
475,0.00783990274108
476,0.0061040305501
479,0.020223014396
481,0.00540535572339
483,0.0370086479618
484,0.00890107213465
486,0.0403298141869
487,0.00324474682118
491,0.0243085185442
494,0.00995450126659
495,0.00251878817856
497,0.0176361440926
498,0.00232013858132
499,0.0115500291034
503,0.0301840541176
504,0.0225705199027
505,0.0119157472421
506,0.0102229772956
507,0.026069357111
508,0.0901542066516
509,0.0275790816098
510,0.00489865128326
511,0.0126133373991
512,0.0253888658846
516,0.0041558006104
518,0.0397853579857
519,0.00713223511755
520,0.00898009068736
521,0.00384595287371
522,0.0043160610119
524,0.10110412432
525,0.00937027391107
526,0.00314661511647
528,0.0185179930321
529,0.0204385166265
531,0.0664760104316
532,0.232696136788
534,0.110314770521
536,0.0455213818132
539,0.0772177684397
540,0.0184237218397
