ID,PredictedProb
0,0.175164281016
1,0.890632499135
2,0.832339969794
7,0.431740398173
10,0.752303520019
11,0.543274911203
13,0.89743932976
14,0.58051448481
15,0.926395597957
16,0.863372859356
17,0.763194159605
18,0.840171421316
19,0.927521849241
20,0.84437482564
25,0.946137253387
26,0.77076269152
29,0.797756147149
38,0.986663819904
41,0.929853708867
44,0.633000016249
45,0.351178385005
47,0.709337298528
48,0.754981683936
49,0.855547281325
50,0.886855792483
53,0.512944485043
56,0.483782793538
59,0.888248728649
60,0.70515314344
64,0.856020476325
65,0.976975477464
66,0.609513211289
68,0.947851586495
69,0.652814432872
70,0.92807697597
71,0.712158813009
72,0.585869280263
76,0.803234419462
80,0.798223607556
82,0.696021194077
83,0.947715144263
85,0.926210654155
86,0.85636633228
87,0.805666282741
89,0.895188987767
97,0.859070182663
99,0.688420591727
101,0.752710942863
102,0.038205459329
103,0.512739109396
104,0.567900059217
106,0.944521938253
107,0.604846931894
109,0.886634540041
111,0.41451265552
113,0.858663509583
114,0.542046537901
118,0.905563320753
119,0.690095677092
120,0.948690515596
123,0.688924586991
128,0.0564859355897
129,0.880963541115
131,0.935878668473
133,0.653662337177
134,0.692676758636
136,0.968512997293
137,0.690314541863
139,0.750411235676
140,0.888739450553
142,0.866272016417
144,0.753274571075
146,0.886910700909
147,0.654260965447
148,0.928616724262
150,0.0200614519835
151,0.128505970523
152,0.977116972617
155,0.986102532376
158,0.926110992052
159,0.652291853854
160,0.987890717234
161,0.69156838517
165,0.975837132273
166,0.541629832418
170,0.95400307683
171,0.751012442631
174,0.705167360717
175,0.692416402411
179,0.799154180367
180,0.927904200927
181,0.916462728146
184,0.797400966208
185,0.508395599722
187,0.868275525687
188,0.857940090484
190,0.765381339497
191,0.691356337289
192,0.705257335496
193,0.842776934911
196,0.863321517797
197,0.419156349316
198,0.595219986382
205,0.0552818679772
211,0.869605496674
213,0.700077374495
214,0.857639633364
217,0.565945321755
218,0.890176492232
221,0.764929868821
222,0.513725854465
225,0.84237127511
229,0.781634411383
236,0.648624351267
237,0.930973282239
238,0.802978003417
239,0.976363946357
242,0.750963720957
245,0.928546240201
246,0.783976616882
247,0.928208670864
248,0.988047679765
254,0.833186791805
255,0.517667123762
257,0.976472837769
259,0.707239268362
264,0.889022627158
270,0.691264903416
