ID,PredictedProb
0,0.245291430097
1,0.860939477729
2,0.846927613697
7,0.544538453142
10,0.744226461584
11,0.523813847192
13,0.891297516109
14,0.513177813095
15,0.9016403794
16,0.88021299753
17,0.738867771986
18,0.831448592968
19,0.923208045103
20,0.863928568474
25,0.914739836995
26,0.859637364519
29,0.781071496073
38,0.972675469386
41,0.931153062641
44,0.556504604725
45,0.358361051746
47,0.755651892664
48,0.75205454607
49,0.8396569347
50,0.887892560987
53,0.58331673164
56,0.481868867967
59,0.864519832072
60,0.680786496077
64,0.829723985325
65,0.97476537521
66,0.646251432034
68,0.929109028454
69,0.674776154552
70,0.910516018226
71,0.798942451893
72,0.600425635763
76,0.825531373468
80,0.765024553027
82,0.721577965338
83,0.942816572577
85,0.899118124286
86,0.862049767412
87,0.752669934291
89,0.867698326844
97,0.836378453091
99,0.639925613898
101,0.753589500228
102,0.155137552527
103,0.582062473229
104,0.560451312918
106,0.949228718923
107,0.677163532635
109,0.895085738828
111,0.344306601909
113,0.819694999796
114,0.494436942758
118,0.877170258023
119,0.678806830273
120,0.925983549052
123,0.676511273752
128,0.242476513954
129,0.840119230935
131,0.942805823286
133,0.59503659076
134,0.717303292035
136,0.950976123451
137,0.683272722159
139,0.761456033601
140,0.867516740839
142,0.822583523155
144,0.705075075453
146,0.91779938953
147,0.669781729412
148,0.922050231012
150,0.0880785067512
151,0.200332167735
152,0.962992360974
155,0.978301407641
158,0.913033160721
159,0.657756083611
160,0.987253579598
161,0.705587980486
165,0.955176193159
166,0.443881413285
170,0.943450651792
171,0.722947209192
174,0.659763666463
175,0.717990488916
179,0.771581712581
180,0.935352080681
181,0.850717907448
184,0.792490178519
185,0.469052509283
187,0.835670912365
188,0.827127493411
190,0.755702766935
191,0.725381256397
192,0.676657468384
193,0.843307184693
196,0.883380176355
197,0.446448398978
198,0.593247852853
205,0.0917182420884
211,0.862809070712
213,0.773000657134
214,0.84627207938
217,0.599036920645
218,0.894331319968
221,0.782360967074
222,0.579432931304
225,0.866899718975
229,0.759282577197
236,0.666548154017
237,0.919102904794
238,0.803003239707
239,0.958393522031
242,0.75030379169
245,0.891678741454
246,0.843245229743
247,0.897326689644
248,0.981964641752
254,0.842110987405
255,0.563000977012
257,0.971695682786
259,0.701377918795
264,0.897779409376
270,0.700705297161
272,0.794028599313
274,0.522896107217
275,0.529787012159
278,0.749569636553
280,0.226500453748
281,0.371805126853
282,0.260888964841
283,0.854278529489
284,0.975284248544
286,0.863759171005
287,0.914581658327
288,0.891811498262
289,0.848063952349
290,0.499477376826
291,0.818811019006
294,0.585885694702
295,0.42674836935
297,0.502880886744
299,0.750204777936
305,0.844167024269
307,0.594635527401
308,0.784819519157
313,0.572833834988
314,0.760000437008
315,0.871841076008
316,0.881715912592
317,0.869972092447
319,0.545669667111
322,0.81991032546
323,0.862105695636
324,0.835523456528
326,0.902286550549
327,0.701076192308
329,0.964693766127
330,0.0449196185193
331,0.610808976892
336,0.426560835043
337,0.438237317489
338,0.8788095154
340,0.956320281692
345,0.504875300733
347,0.887251800412
348,0.806500433271
350,0.989327632887
352,0.807236196398
356,0.94401322524
357,0.948852617591
358,0.951898668258
359,0.849139315152
361,0.801245513962
363,0.375969118507
364,0.819017013992
368,0.863882533522
376,0.987816537481
378,0.756676075018
382,0.782037171556
384,0.503963828634
385,0.969748344453
388,0.0814857517435
389,0.979126990185
391,0.753832582426
392,0.702755330512
395,0.758925216127
396,0.878231550377
397,0.828107019818
399,0.738748380672
404,0.95942529161
407,0.375269105366
409,0.869199594751
410,0.786267564933
413,0.55341757701
414,0.661950111693
416,0.756529998513
418,0.724725513703
419,0.844829230739
420,0.931410627134
422,0.965694705715
423,0.787093135021
427,0.691029914695
