ID,PredictedProb
0,0.157737544696
1,0.869172299839
2,0.864049291266
7,0.645749738084
10,0.734730122432
11,0.557809237274
13,0.884862166775
14,0.612849328255
15,0.877068316165
16,0.868943203149
17,0.718126494325
18,0.852888168981
19,0.883904119141
20,0.864495341932
25,0.854377459997
26,0.884365701669
29,0.718309182561
38,0.964514470988
41,0.9579426507
44,0.570512322346
45,0.464784063041
47,0.765246172112
48,0.769869054181
49,0.800230721424
50,0.911249798003
53,0.574671453444
56,0.48755122221
59,0.854102440007
60,0.684867925935
64,0.808456625176
65,0.964447069224
66,0.808128293683
68,0.884413371523
69,0.66545614051
70,0.916579450798
71,0.833260440062
72,0.633063461899
76,0.8536819431
80,0.73025298588
82,0.808304917493
83,0.939655132269
85,0.869896503204
86,0.877173677771
87,0.705598626676
89,0.853642049573
97,0.823119797213
99,0.646369709558
101,0.750900782711
102,0.391176431425
103,0.574217716551
104,0.646647432549
106,0.959794514583
107,0.706793547327
109,0.910760984469
111,0.392362078702
113,0.808288810377
114,0.54204510419
118,0.869674288771
119,0.706034066329
120,0.910929679475
123,0.68468946547
128,0.167270535515
129,0.75435320904
131,0.966171556377
133,0.684043267952
134,0.718493790622
136,0.948659263384
137,0.685243684705
139,0.706610464037
140,0.86434310751
142,0.706235356759
144,0.715607684775
146,0.911584041969
147,0.685365818781
148,0.923840102859
150,0.113182984676
151,0.112205804645
152,0.965566014771
155,0.963274417145
158,0.869676319488
159,0.646325789252
160,0.968521519089
161,0.706771112416
165,0.953844350953
166,0.538704763727
170,0.959732990115
171,0.715864968918
174,0.684899336197
175,0.716570895835
179,0.753898099854
180,0.911547634621
181,0.778955093519
184,0.71617679131
185,0.51364372655
187,0.854295531333
188,0.735121406132
190,0.777604913449
191,0.718093191963
192,0.685098117687
193,0.833422620142
196,0.868829774124
197,0.612390476452
198,0.582947584606
205,0.0153139892013
211,0.87721170692
213,0.765330283969
214,0.835323127089
217,0.612758957911
218,0.864106705786
221,0.765064128437
222,0.571227820661
